OBSV, type, regiid, townid, quartid, price (Euro), area, euro/sq.m., constr., year, floor, TEC,published or renewed, valid_date, seller,MEDIAN_SQ,type_new,House_story,BIG_PROPERTY
45811,3-room,Sofia, city_Sofia,Krstova_vada,112695,102,1104.85,Brick,2021,3,NO,6/3/2019,6/30/2019,Agency,874.6,3,0,0
45812,3-room,Sofia, city_Sofia,Vytosha,122812,120,1023.43,Brick,2019,5,NO,6/10/2019,6/30/2019,Agency,"1,470.00",3,0,0
45813,3-room,Sofia, city_Sofia,Vytosha,122818,120,1023.48,Brick,2019,4,NO,6/10/2019,6/30/2019,Agency,"1,105.68",3,0,0
45814,3-room,Sofia, city_Sofia,Vytosha,122818,120,1023.48,Brick,2019,3,NO,6/10/2019,6/30/2019,Agency,916.18,3,0,0
45815,3-room,Sofia, city_Sofia,Vytosha,142920,99,1443.63,Brick,2019,7,NO,6/10/2019,6/30/2019,Agency,"1,163.79",3,0,0
45816,3-room,Sofia, city_Sofia,Vytosha,151876,105,1446.43,Brick,2019,7,NO,6/10/2019,6/30/2019,Agency,916.18,3,0,0
45817,3-room,Sofia, city_Sofia,Strelbyshche,170000,100,1700,Brick,0,2,YES,6/30/2019,6/30/2019,Agency,892.85,3,0,0
45818,3-room,Sofia, city_Sofia,Yvan_Vazov,152000,91,1670.32,Brick,1960,4,YES,6/24/2019,6/30/2019,Agency,"1,470.00",3,0,0
45819,3-room,Sofia, city_Sofia,Zona_B_5_3,119899,103,1164.06,Brick,2010,2,NO,6/19/2019,6/30/2019,Agency,"1,000.00",3,0,0
45820,3-room,Sofia, city_Sofia,Lyulyn_1,75000,88,852.27,Panel,1978,1,YES,6/3/2019,6/30/2019,Agency,916.18,3,0,0
45821,3-room,Sofia, city_Sofia,Heo_Mylev,104850,83,1263.25,EPK,1983,9,YES,6/3/2019,6/30/2019,Agency,899.99,3,0,0
45822,3-room,Sofia, city_Sofia,Krstova_vada,125645,93,1351.02,Brick,0,3,NO,6/21/2019,6/30/2019,Agency,906.73,3,0,0
45823,3-room,Sofia, city_Sofia,Zona_B_5,149900,136,1102.2,Brick,0,7,YES,6/25/2019,6/30/2019,Agency,906.73,3,0,0
45824,3-room,Sofia, city_Sofia,Boyana,163000,110,1481.81,Brick,0,2,NO,6/18/2019,6/30/2019,Agency,906.73,3,0,0
45825,3-room,Sofia, city_Sofia,Mladost_2,110000,88,1250,Panel,0,8,YES,6/28/2019,6/30/2019,Agency,906.73,3,0,0
45826,3-room,Sofia, city_Sofia,Mladost_4,124282,109,1140.2,Brick,0,2,YES,6/4/2019,6/30/2019,Agency,906.73,3,0,0
45827,3-room,Sofia, city_Sofia,Manastyrsky_lyvady,128000,128,1000,Brick,0,4,NO,6/25/2019,6/30/2019,Agency,916.18,3,0,0
45828,3-room,Sofia, city_Sofia,Lyulyn_9,83000,84,988.09,Panel,0,1,YES,6/27/2019,6/30/2019,Agency,899.99,3,0,0
45829,3-room,Sofia, city_Sofia,Polyhona,220000,120,1833.33,Brick,0,10,YES,6/27/2019,6/30/2019,Agency,"1,582.21",3,0,0
45830,3-room,Sofia, city_Sofia,Tsentr,128000,80,1600,Brick,0,2,NO,6/5/2019,6/30/2019,Agency,"1,204.96",3,0,0
45831,3-room,Sofia, city_Sofia,Tsentr,230000,122,1885.24,Brick,0,1,YES,7/30/2019,7/31/2019,Agency,"1,195.06",3,0,0
45832,3-room,Sofia, city_Sofia,Polyhona,220000,120,1833.33,Brick,0,10,YES,6/27/2019,6/30/2019,Agency,916.18,3,0,0
45833,3-room,Sofia, city_Sofia,Mladost_2,110000,88,1250,Panel,0,8,YES,6/28/2019,6/30/2019,Agency,"1,470.00",3,0,0
45834,3-room,Sofia, city_Sofia,Druzhba_2,130000,110,1181.81,Brick,2008,3,YES,6/4/2019,6/30/2019,Agency,998.87,3,0,0
45835,3-room,Sofia, city_Sofia,Nadezhda_2,76000,83,915.66,Brick,2019,1,NO,6/27/2019,6/30/2019,Agency,"1,083.83",3,0,0
45836,3-room,Sofia, city_Sofia,Krasno_selo,119999,89,1348.3,Brick,1960,3,YES,6/17/2019,6/30/2019,Agency,"1,183.52",3,0,0
45837,3-room,Sofia, city_Sofia,Vytosha,210000,144,1458.33,Brick,2005,2,NO,6/25/2019,6/30/2019,Agency,"1,183.52",3,0,0
45838,3-room,Sofia, city_Sofia,Hradyna,210000,144,1458.33,Brick,2005,2,NO,6/25/2019,6/30/2019,Agency,"1,183.52",3,0,0
45839,3-room,Sofia, city_Sofia,Lozenets,214850,141,1523.75,Brick,2010,4,YES,6/25/2019,6/30/2019,Agency,"1,183.52",3,0,0
45840,3-room,Sofia, city_Sofia,Vytosha,129030,127,1015.98,Brick,2019,6,NO,6/10/2019,6/30/2019,Agency,"1,115.45",3,0,0
45841,3-room,Sofia, city_Sofia,Vytosha,129030,127,1015.98,Brick,2019,4,NO,6/10/2019,6/30/2019,Agency,"1,183.52",3,0,0
45842,3-room,Sofia, city_Sofia,Mladost_4,115473,102,1132.08,Brick,2019,6,NO,6/30/2019,6/30/2019,Agency,"1,208.21",3,0,0
45843,3-room,Sofia, city_Sofia,Lozenets,197000,137,1437.95,Brick,2005,4,NO,6/4/2019,6/30/2019,Agency,"1,183.52",3,0,0
45844,3-room,Sofia, city_Sofia,Vytosha,179000,144,1243.05,Brick,2006,4,NO,6/4/2019,6/30/2019,Agency,"1,289.15",3,0,0
45845,3-room,Sofia, city_Sofia,Lozenets,150000,90,1666.66,Brick,1940,3,YES,6/19/2019,6/30/2019,Agency,998.87,3,0,0
45846,3-room,Sofia, city_Sofia,Druzhba_2,120000,160,750,EPK,1996,2,NO,6/28/2019,6/30/2019,Agency,998.87,3,0,0
45847,3-room,Sofia, city_Sofia,Manastyrsky_lyvady,210000,134,1567.16,Brick,2018,1,NO,6/4/2019,6/30/2019,Agency,998.87,3,0,0
45848,3-room,Sofia, city_Sofia,Mladost_4,121831,101,1206.24,Brick,0,5,YES,6/5/2019,6/30/2019,Agency,998.87,3,0,0
45849,3-room,Sofia, city_Sofia,Mladost_4,134537,114,1180.14,Brick,0,4,YES,6/5/2019,6/30/2019,Agency,"1,218.00",3,0,0
45850,3-room,Sofia, city_Sofia,Mladost_4,134537,112,1201.22,Brick,0,5,YES,6/5/2019,6/30/2019,Agency,916.18,3,0,0
45851,3-room,Sofia, city_Sofia,Mladost_4,128414,113,1136.4,Brick,0,2,YES,6/5/2019,6/30/2019,Agency,872.09,3,0,0
45852,3-room,Sofia, city_Sofia,Mladost_4,127955,112,1142.45,Brick,0,6,YES,6/5/2019,6/30/2019,Agency,"1,470.00",3,0,0
45853,3-room,Sofia, city_Sofia,Mladost_4,116788,103,1133.86,Brick,0,5,YES,6/5/2019,6/30/2019,Agency,"1,195.06",3,0,0
45854,3-room,Sofia, city_Sofia,Mladost_4,115892,102,1136.19,Brick,0,6,YES,6/5/2019,6/30/2019,Agency,"1,204.96",3,0,0
45855,3-room,Sofia, city_Sofia,Mladost_4,124460,109,1141.83,Brick,0,6,YES,6/5/2019,6/30/2019,Agency,899.99,3,0,0
45856,3-room,Sofia, city_Sofia,Mladost_4,115960,102,1136.86,Brick,0,6,YES,6/5/2019,6/30/2019,Agency,"1,262.71",3,0,0
45857,3-room,Sofia, city_Sofia,Borovo,98000,90,1088.88,Brick,2019,3,NO,7/31/2019,7/31/2019,Agency,"1,183.52",3,0,0
45858,3-room,Sofia, city_Sofia,Lozenets,190000,104,1826.92,Brick,0,1,NO,6/4/2019,6/30/2019,Agency,"1,183.52",3,0,0
45859,3-room,Sofia, city_Sofia,Lyulyn_9,69000,69,1000,Brick,2007,4,NO,6/6/2019,6/30/2019,Agency,998.87,3,0,0
45860,3-room,Sofia, city_Sofia,Obelya_2,73000,95,768.42,EPK,1988,8,YES,6/26/2019,6/30/2019,Agency,998.87,3,0,0
45861,3-room,Sofia, city_Sofia,Sukhata_reka,73000,72,1013.88,Panel,1988,2,NO,6/12/2019,6/30/2019,Agency,998.87,3,0,0
45862,3-room,Sofia, city_Sofia,Boyana,148000,143,1034.96,Brick,2008,0,NO,6/10/2019,6/30/2019,Agency,998.87,3,0,0
45863,3-room,Sofia, city_Sofia,Fondovy_zhylyshcha,76999,85,905.87,Panel,1976,6,YES,6/4/2019,6/30/2019,Agency,998.87,3,0,0
45864,3-room,Sofia, city_Sofia,Mladost_1,94500,63,1500,Panel,1975,4,YES,6/4/2019,6/30/2019,Agency,"1,328.70",3,0,0
45865,3-room,Sofia, city_Sofia,Karpuzytsa,89700,101,888.11,Brick,2018,4,NO,6/21/2019,6/30/2019,Agency,"1,838.22",3,0,0
45866,3-room,Sofia, city_Sofia,Vytosha,143500,120,1195.83,Brick,2019,3,NO,6/20/2019,6/30/2019,Agency,"1,163.79",3,0,0
45867,3-room,Sofia, city_Sofia,Sukhata_reka,73000,72,1013.88,Panel,1988,2,NO,6/18/2019,6/30/2019,Agency,848.35,3,0,0
45868,3-room,Sofia, city_Sofia,Yzhrev,94500,92,1027.17,Brick,0,5,YES,6/17/2019,6/30/2019,Agency,"1,312.36",3,0,0
45869,3-room,Sofia, city_Sofia,v.z.Vrana___Lozen,92745,103,900.43,Brick,2019,2,NO,6/6/2019,6/30/2019,Agency,"1,183.52",3,0,0
45870,3-room,Sofia, city_Sofia,Lyulyn_4,61999,85,729.4,Panel,1980,6,YES,6/13/2019,6/30/2019,Agency,"1,163.79",3,0,0
45871,3-room,Sofia, city_Sofia,Druzhba_2,105840,108,980,Brick,2019,3,NO,6/4/2019,6/30/2019,Agency,"1,155.17",3,0,0
45872,3-room,Sofia, city_Sofia,Lahera,161770,122,1325.98,Brick,2019,5,YES,6/4/2019,6/30/2019,Agency,"1,264.12",3,0,0
45873,3-room,Sofia, city_Sofia,Lahera,132700,92,1442.39,Brick,2019,3,YES,6/4/2019,6/30/2019,Agency,"1,130.17",3,0,0
45874,3-room,Sofia, city_Sofia,Tsentr,131000,93,1408.6,Brick,2013,4,YES,6/4/2019,6/30/2019,Agency,"1,073.17",3,0,0
45875,3-room,Sofia, city_Sofia,Lahera,122770,92,1334.45,Brick,2019,2,YES,6/4/2019,6/30/2019,Agency,906.73,3,0,0
45876,3-room,Sofia, city_Sofia,Manastyrsky_lyvady,210000,147,1428.57,Brick,2009,5,NO,6/25/2019,6/30/2019,Private,"1,051.08",3,0,0
45877,3-room,Sofia, city_Sofia,Krstova_vada,136800,114,1200,Brick,2019,2,NO,6/4/2019,6/30/2019,Agency,"1,470.00",3,0,0
45878,3-room,Sofia, city_Sofia,Lyulyn_3,78000,120,650,EPK,1996,5,YES,6/4/2019,6/30/2019,Agency,"1,470.00",3,0,0
45879,3-room,Sofia, city_Sofia,Svoboda,82000,76,1078.94,Brick,2019,2,YES,6/26/2019,6/30/2019,Agency,"1,051.08",3,0,0
45880,3-room,Sofia, city_Sofia,Lyulyn_3,78000,87,896.55,EPK,1997,5,YES,6/20/2019,6/30/2019,Agency,"1,264.12",3,0,0
45881,3-room,Sofia, city_Sofia,Tsentr,180000,108,1666.66,Brick,0,5,YES,6/4/2019,6/30/2019,Agency,"1,000.00",3,0,0
45882,3-room,Sofia, city_Sofia,Bkston,83000,90,922.22,Panel,1986,1,YES,6/4/2019,6/30/2019,Agency,891.38,3,0,0
45883,3-room,Sofia, city_Sofia,Ovcha_kupel_2,87742,119,737.32,Brick,0,5,YES,6/11/2019,6/30/2019,Agency,"1,208.33",3,0,0
45884,3-room,Sofia, city_Sofia,Ovcha_kupel_2,72968,98,744.57,Brick,0,5,YES,6/11/2019,6/30/2019,Agency,998.87,3,0,0
45885,3-room,Sofia, city_Sofia,Ovcha_kupel_2,85095,98,868.31,Brick,0,2,YES,6/4/2019,6/30/2019,Agency,"1,289.15",3,0,0
45886,3-room,Sofia, city_Sofia,Mladost_1,175000,148,1182.43,Brick,1986,9,YES,6/20/2019,6/30/2019,Agency,"1,582.21",3,0,0
45887,3-room,Sofia, city_Sofia,Lozenets,160000,102,1568.62,Brick,0,2,NO,6/20/2019,6/30/2019,Agency,998.87,3,0,0
45888,3-room,Sofia, city_Sofia,Ovcha_kupel_1,84000,84,1000,Panel,1980,4,YES,6/10/2019,6/30/2019,Agency,998.87,3,0,0
45889,3-room,Sofia, city_Sofia,Ovcha_kupel_2,92500,113,818.58,Brick,2009,2,YES,6/28/2019,6/30/2019,Agency,"1,130.17",3,0,0
45890,3-room,Sofia, city_Sofia,Boyana,163000,100,1630,Brick,2014,2,NO,6/28/2019,6/30/2019,Agency,"1,582.21",3,0,0
45891,3-room,Sofia, city_Sofia,Manastyrsky_lyvady,105980,100,1059.8,Brick,2019,3,NO,6/6/2019,6/30/2019,Agency,998.87,3,0,0
45892,3-room,Sofia, city_Sofia,Serdyka,95000,74,1283.78,EPK,0,7,YES,6/21/2019,6/30/2019,Agency,"1,582.21",3,0,0
45893,3-room,Sofia, city_Sofia,Krstova_vada,239000,202,1183.16,Brick,0,5,NO,6/25/2019,6/30/2019,Agency,"1,000.00",3,0,0
45894,3-room,Sofia, city_Sofia,Vytosha,239000,202,1183.16,Brick,0,5,NO,6/25/2019,6/30/2019,Agency,"1,073.17",3,0,0
45895,3-room,Sofia, city_Sofia,Tsentr,134000,93,1440.86,Brick,0,4,YES,6/6/2019,6/30/2019,Agency,"1,130.17",3,0,0
45896,3-room,Sofia, city_Sofia,Krstova_vada,239000,202,1183.16,Brick,0,5,NO,6/25/2019,6/30/2019,Agency,"1,130.17",3,0,0
45897,3-room,Sofia, city_Sofia,Nadezhda_1,82000,86,953.48,EPK,1989,4,YES,6/11/2019,6/30/2019,Agency,"1,130.17",3,0,0
45898,3-room,Sofia, city_Sofia,Ovcha_kupel,97000,98,989.79,Brick,2019,3,NO,6/5/2019,6/30/2019,Agency,"1,130.17",3,0,0
45899,3-room,Sofia, city_Sofia,Drahalevtsy,84058,88,955.2,Brick,2020,3,NO,6/5/2019,6/30/2019,Agency,"1,130.17",3,0,0
45900,3-room,Sofia, city_Sofia,Lyulyn_3,78000,88,886.36,EPK,1989,5,YES,6/7/2019,6/30/2019,Agency,"1,130.17",3,0,0
45901,3-room,Sofia, city_Sofia,Tsentr,173000,117,1478.63,Brick,2007,5,YES,6/5/2019,6/30/2019,Agency,"1,130.17",3,0,0
45902,3-room,Sofia, city_Sofia,Ovcha_kupel,95000,99,959.59,Brick,2019,2,NO,6/5/2019,6/30/2019,Agency,"1,130.17",3,0,0
45903,3-room,Sofia, city_Sofia,Drahalevtsy,91336,85,1074.54,Brick,2020,3,NO,6/5/2019,6/30/2019,Agency,"1,130.17",3,0,0
45904,3-room,Sofia, city_Sofia,Tsentr,149900,131,1144.27,Brick,2019,4,NO,6/5/2019,6/30/2019,Agency,"1,204.54",3,0,0
45905,3-room,Sofia, city_Sofia,Khladylnyka,148732,121,1229.19,Brick,2019,3,NO,6/5/2019,6/30/2019,Agency,"1,582.21",3,0,0
45906,3-room,Sofia, city_Sofia,Tsentr,135000,92,1467.39,Brick,2013,3,YES,6/5/2019,6/30/2019,Agency,906.73,3,0,0
45907,3-room,Sofia, city_Sofia,Krasno_selo,158000,125,1264,Brick,0,10,YES,6/7/2019,6/30/2019,Agency,833.58,3,0,0
45908,3-room,Sofia, city_Sofia,Lozenets,145000,100,1450,Brick,2019,3,NO,6/8/2019,6/30/2019,Agency,"1,000.00",3,0,0
45909,3-room,Sofia, city_Sofia,Banyshora,91750,95,965.78,Brick,2018,4,YES,6/5/2019,6/30/2019,Agency,"1,155.17",3,0,0
45910,3-room,Sofia, city_Sofia,Pavlovo,112000,110,1018.18,Brick,0,2,NO,6/27/2019,6/30/2019,Agency,"1,000.00",3,0,0
45911,3-room,Sofia, city_Sofia,Botunets,36000,95,378.94,Panel,1989,7,NO,6/13/2019,6/30/2019,Agency,"1,221.76",3,0,0
45912,3-room,Sofia, city_Sofia,Vytosha,95950,80,1199.37,Brick,0,6,NO,6/27/2019,6/30/2019,Agency,946.75,3,0,0
45913,3-room,Sofia, city_Sofia,Fondovy_zhylyshcha,75878,85,892.68,Panel,1976,6,YES,6/23/2019,6/30/2019,Agency,998.87,3,0,0
45914,3-room,Sofia, city_Sofia,Lozenets,128000,80,1600,Brick,1962,4,NO,6/19/2019,6/30/2019,Agency,"1,000.00",3,0,0
45915,3-room,Sofia, city_Sofia,Tsentr,198800,105,1893.33,Brick,1940,4,YES,6/18/2019,6/30/2019,Agency,"1,600.00",3,0,0
45916,3-room,Sofia, city_Sofia,Druzhba_1,91600,84,1090.47,Brick,2010,1,NO,6/5/2019,6/30/2019,Agency,"1,203.20",3,0,0
45917,3-room,Sofia, city_Sofia,Tsentr,219500,86,2552.32,Brick,1958,4,NO,6/27/2019,6/30/2019,Agency,926.47,3,0,0
45918,3-room,Sofia, city_Sofia,Oboryshche,125000,85,1470.58,Brick,1969,-1,YES,6/28/2019,6/30/2019,Agency,"1,000.00",3,0,0
45919,3-room,Sofia, city_Sofia,Borovo,91297,85,1074.08,Brick,2019,2,NO,6/26/2019,6/30/2019,Agency,"1,195.06",3,0,0
45920,3-room,Sofia, city_Sofia,Vytosha,105000,100,1050,Brick,2019,5,NO,6/26/2019,6/30/2019,Agency,"1,195.06",3,0,0
45921,3-room,Sofia, city_Sofia,Drvenytsa,92999,110,845.44,Brick,2019,2,NO,6/26/2019,6/30/2019,Agency,"1,470.00",3,0,0
45922,3-room,Sofia, city_Sofia,Krasno_selo,137999,115,1199.99,Brick,2019,5,NO,6/26/2019,6/30/2019,Agency,"1,195.06",3,0,0
45923,3-room,Sofia, city_Sofia,Oboryshche,132999,114,1166.65,Brick,2021,3,NO,6/26/2019,6/30/2019,Agency,"1,073.17",3,0,0
45924,3-room,Sofia, city_Sofia,Mladost_4,109999,100,1099.99,Brick,2021,4,NO,6/26/2019,6/30/2019,Agency,"1,183.52",3,0,0
45925,3-room,Sofia, city_Sofia,Fondovy_zhylyshcha,77500,84,922.61,Panel,1976,6,YES,6/5/2019,6/30/2019,Agency,874.6,3,0,0
45926,3-room,Sofia, city_Sofia,Manastyrsky_lyvady,107800,100,1078,Brick,2019,2,NO,6/5/2019,6/30/2019,Agency,900,3,0,0
45927,3-room,Sofia, city_Sofia,Mladost_1,167000,93,1795.69,Brick,2009,4,NO,6/7/2019,6/30/2019,Agency,874.6,3,0,0
45928,3-room,Sofia, city_Sofia,Lyulyn_6,83000,88,943.18,Panel,1980,4,NO,6/5/2019,6/30/2019,Agency,"1,470.00",3,0,0
45929,3-room,Sofia, city_Sofia,Manastyrsky_lyvady,155000,178,870.78,Brick,2018,0,NO,6/5/2019,6/30/2019,Agency,"1,094.98",3,0,0
45930,3-room,Sofia, city_Sofia,Lyulyn_3,77479,87,890.56,EPK,1996,5,YES,6/25/2019,6/30/2019,Agency,899.99,3,0,0
45931,3-room,Sofia, city_Sofia,Mladost_2,110000,88,1250,Panel,0,8,YES,6/5/2019,6/30/2019,Agency,899.99,3,0,0
45932,3-room,Sofia, city_Sofia,Lyulyn_4,59999,70,857.12,Panel,1985,3,NO,6/19/2019,6/30/2019,Agency,899.99,3,0,0
45933,3-room,Sofia, city_Sofia,Reduta,170000,101,1683.16,Brick,1999,2,YES,6/5/2019,6/30/2019,Agency,"1,221.76",3,0,0
45934,3-room,Sofia, city_Sofia,Boyana,124400,118,1054.23,Brick,2019,0,NO,6/16/2019,6/30/2019,Agency,"1,582.21",3,0,0
45935,3-room,Sofia, city_Sofia,Tsentr,189900,104,1825.96,Brick,1940,3,NO,6/27/2019,6/30/2019,Agency,934.77,3,0,0
45936,3-room,Sofia, city_Sofia,Lyulyn_10,108000,102,1058.82,Brick,2018,5,YES,6/5/2019,6/30/2019,Agency,899.99,3,0,0
45937,3-room,Sofia, city_Sofia,Studentsky_hrad,138250,135,1024.07,Brick,2019,5,YES,6/5/2019,6/30/2019,Agency,"1,155.17",3,0,0
45938,3-room,Sofia, city_Sofia,Drahalevtsy,165000,140,1178.57,Brick,0,4,NO,6/5/2019,6/30/2019,Agency,"1,073.17",3,0,0
45939,3-room,Sofia, city_Sofia,Druzhba_1,89000,84,1059.52,Brick,2010,1,NO,6/28/2019,6/30/2019,Agency,"1,023.89",3,0,0
45940,3-room,Sofia, city_Sofia,Studentsky_hrad,139200,136,1023.52,Brick,2019,2,YES,6/5/2019,6/30/2019,Agency,"1,183.52",3,0,0
45941,3-room,Sofia, city_Sofia,Studentsky_hrad,139200,136,1023.52,Brick,2019,3,YES,6/5/2019,6/30/2019,Agency,998.87,3,0,0
45942,3-room,Sofia, city_Sofia,Malynova_dolyna,139200,136,1023.52,Brick,2019,3,YES,6/5/2019,6/30/2019,Agency,"1,470.00",3,0,0
45943,3-room,Sofia, city_Sofia,Tolstoy,68750,82,838.41,Panel,1962,4,YES,7/17/2019,7/31/2019,Agency,"1,183.52",3,0,0
45944,3-room,Sofia, city_Sofia,Malynova_dolyna,138250,135,1024.07,Brick,2019,5,YES,6/5/2019,6/30/2019,Agency,950,3,0,0
45945,3-room,Sofia, city_Sofia,Malynova_dolyna,139200,136,1023.52,Brick,2019,2,YES,6/5/2019,6/30/2019,Agency,916.18,3,0,0
45946,3-room,Sofia, city_Sofia,Tsentr,128000,80,1600,Brick,1935,1,NO,6/5/2019,6/30/2019,Agency,"1,105.68",3,0,0
45947,3-room,Sofia, city_Sofia,Hotse_Delchev,135000,72,1875,Brick,1974,5,YES,6/13/2019,6/30/2019,Agency,874.6,3,0,0
45948,3-room,Sofia, city_Sofia,Ovcha_kupel_1,80000,69,1159.42,Panel,1989,4,YES,6/5/2019,6/30/2019,Agency,"1,470.00",3,0,0
45949,3-room,Sofia, city_Sofia,Krstova_vada,127000,150,846.66,Brick,0,4,NO,6/17/2019,6/30/2019,Agency,916.18,3,0,0
45950,3-room,Sofia, city_Sofia,Manastyrsky_lyvady,115000,105,1095.23,Brick,2017,5,NO,6/5/2019,6/30/2019,Agency,"1,105.68",3,0,0
45951,3-room,Sofia, city_Sofia,Orlandovtsy,69000,94,734.04,Panel,1989,7,NO,6/5/2019,6/30/2019,Agency,"1,470.00",3,0,0
45952,3-room,Sofia, city_Sofia,Razsadnyka,85000,90,944.44,Panel,1980,8,YES,6/20/2019,6/30/2019,Agency,"1,208.21",3,0,0
45953,3-room,Sofia, city_Sofia,Vrazhdebna,54677,75,729.02,Brick,2020,3,NO,6/5/2019,6/30/2019,Agency,"1,470.00",3,0,0
45954,3-room,Sofia, city_Sofia,Lozenets,238533,147,1622.67,Brick,0,4,NO,6/5/2019,6/30/2019,Agency,"1,208.33",3,0,0
45955,3-room,Sofia, city_Sofia,Vytosha,165000,121,1363.63,Brick,2010,3,NO,6/5/2019,6/30/2019,Agency,"1,582.21",3,0,0
45956,3-room,Sofia, city_Sofia,Tsentr,149900,135,1110.37,Brick,2020,7,YES,6/19/2019,6/30/2019,Agency,"1,000.00",3,0,0
45957,3-room,Sofia, city_Sofia,Tsentr,149200,102,1462.74,Brick,2002,3,YES,6/27/2019,6/30/2019,Agency,"1,065.21",3,0,0
45958,3-room,Sofia, city_Sofia,Lyulyn_4,84990,67,1268.5,Panel,1985,4,YES,8/22/2019,8/31/2019,Agency,"1,204.54",3,0,0
45959,3-room,Sofia, city_Sofia,Lyulyn_8,85730,117,732.73,Brick,0,5,NO,6/27/2019,6/30/2019,Agency,998.87,3,0,0
45960,3-room,Sofia, city_Sofia,Tsentr,198000,90,2200,Brick,0,0,YES,6/30/2019,6/30/2019,Agency,"1,000.00",3,0,0
45961,3-room,Sofia, city_Sofia,Bkston,108000,91,1186.81,Brick,0,6,NO,6/30/2019,6/30/2019,Agency,"1,582.21",3,0,0
45962,3-room,Sofia, city_Sofia,Druzhba_2,119900,109,1100,Brick,0,5,NO,6/30/2019,6/30/2019,Agency,"1,470.00",3,0,0
45963,3-room,Sofia, city_Sofia,Banyshora,89900,86,1045.34,EPK,1986,5,NO,6/24/2019,6/30/2019,Agency,"1,000.00",3,0,0
45964,3-room,Sofia, city_Sofia,Krasno_selo,105000,107,981.3,EPK,0,1,YES,6/27/2019,6/30/2019,Agency,"1,470.00",3,0,0
45965,3-room,Sofia, city_Sofia,Druzhba_2,143000,110,1300,Brick,0,4,YES,6/30/2019,6/30/2019,Agency,"1,510.66",3,0,0
45966,3-room,Sofia, city_Sofia,Krstova_vada,239000,202,1183.16,Brick,0,5,NO,6/25/2019,6/30/2019,Agency,"1,204.54",3,0,0
45967,3-room,Sofia, city_Sofia,Karpuzytsa,87909,114,771.13,Brick,0,5,NO,6/6/2019,6/30/2019,Agency,998.87,3,0,0
45968,3-room,Sofia, city_Sofia,Borovo,165900,144,1152.08,Brick,0,2,NO,6/25/2019,6/30/2019,Agency,"1,115.45",3,0,0
45969,3-room,Sofia, city_Sofia,Lyulyn_10,109285,128,853.78,Brick,0,7,YES,6/8/2019,6/30/2019,Agency,"1,208.33",3,0,0
45970,3-room,Sofia, city_Sofia,Lozenets,191472,119,1609,Brick,0,5,YES,6/6/2019,6/30/2019,Agency,"1,510.66",3,0,0
45971,3-room,Sofia, city_Sofia,Mladost_4,94999,97,979.37,Panel,0,2,YES,6/25/2019,6/30/2019,Agency,"1,130.17",3,0,0
45972,3-room,Sofia, city_Sofia,Sukhata_reka,78500,85,923.52,Panel,0,7,YES,6/27/2019,6/30/2019,Agency,"1,000.00",3,0,0
45973,3-room,Sofia, city_Sofia,Vytosha,140000,132,1060.6,Brick,0,2,NO,6/25/2019,6/30/2019,Agency,"1,073.17",3,0,0
45974,3-room,Sofia, city_Sofia,Vrbnytsa_2,82000,84,976.19,Panel,0,2,YES,6/26/2019,6/30/2019,Agency,"1,221.76",3,0,0
45975,3-room,Sofia, city_Sofia,Vytosha,90583,79,1146.62,Brick,0,2,NO,6/6/2019,6/30/2019,Agency,852.27,3,0,0
45976,3-room,Sofia, city_Sofia,Vytosha,95950,80,1199.37,Brick,0,5,NO,6/6/2019,6/30/2019,Agency,"1,073.17",3,0,0
45977,3-room,Sofia, city_Sofia,Bkston,118423,133,890.39,Brick,0,2,YES,6/6/2019,6/30/2019,Agency,874.6,3,0,0
45978,3-room,Sofia, city_Sofia,Boyana,194900,142,1372.53,Brick,0,2,NO,6/27/2019,6/30/2019,Agency,"1,264.12",3,0,0
45979,3-room,Sofia, city_Sofia,Mladost_2,110000,88,1250,Panel,0,8,YES,6/28/2019,6/30/2019,Agency,926.47,3,0,0
45980,3-room,Sofia, city_Sofia,Mladost_3,129000,100,1290,Panel,0,1,YES,6/21/2019,6/30/2019,Agency,"1,172.87",3,0,0
45981,3-room,Sofia, city_Sofia,Serdyka,64500,80,806.25,EPK,0,14,YES,6/29/2019,6/30/2019,Agency,"1,155.17",3,0,0
45982,3-room,Sofia, city_Sofia,Tsentr,108000,73,1479.45,Brick,0,3,YES,6/28/2019,6/30/2019,Agency,"1,470.00",3,0,0
45983,3-room,Sofia, city_Sofia,Tsentr,150000,105,1428.57,Brick,0,5,YES,6/26/2019,6/30/2019,Agency,891.73,3,0,0
45984,3-room,Sofia, city_Sofia,Bkston,210000,190,1105.26,Brick,0,4,YES,6/20/2019,6/30/2019,Agency,"1,036.84",3,0,0
45985,3-room,Sofia, city_Sofia,Studentsky_hrad,86500,90,961.11,Brick,0,1,NO,6/29/2019,6/30/2019,Agency,"1,105.68",3,0,0
45986,3-room,Sofia, city_Sofia,Studentsky_hrad,100000,71,1408.45,Brick,0,6,YES,6/6/2019,6/30/2019,Agency,"1,000.00",3,0,0
45987,3-room,Sofia, city_Sofia,Ovcha_kupel,148000,105,1409.52,Brick,0,4,NO,6/19/2019,6/30/2019,Agency,"1,036.84",3,0,0
45988,3-room,Sofia, city_Sofia,Knyazhevo,110000,104,1057.69,Brick,0,2,NO,6/27/2019,6/30/2019,Agency,"1,036.84",3,0,0
