 type, regiid, townid, quartid, price (Euro), area, euro/sq.m., constr., year, floor, TEC,published or renewed, valid_date, seller
 1-СТАЕН, София, гр. София, Център,105000,45,2333.33, Тухла,0,0, ДА, 2019-02-05, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Стрелбище,65000,45,1444.44, ЕПК,1990,7, ДА, 2019-02-12, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Младост 2,41990,39,1076.66, ЕПК,1987,8, ДА, 2019-03-29, 2019-03-31, Агенция
 1-СТАЕН, София, гр. София, Хаджи Димитър,56800,40,1420, Тухла,2019,7, НЕ, 2019-03-25, 2019-03-31, Агенция
 1-СТАЕН, София, гр. София, Овча купел 1,34000,46,739.13, Тухла,2009,0, НЕ, 2019-07-16, 2019-07-31, Агенция
 1-СТАЕН, София, гр. София, Красна поляна 2,40900,41,997.56, ЕПК,1980,9, ДА, 2019-02-21, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Младост 2,41900,35,1197.14, ЕПК,1983,8, ДА, 2019-04-30, 2019-04-30, Агенция
 1-СТАЕН, София, гр. София, Център,85000,49,1734.69, Тухла,1950,0, ДА, 2019-01-18, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Сердика,55000,56,982.14, ЕПК,1982,13, ДА, 2019-06-23, 2019-06-30, Агенция
 1-СТАЕН, София, гр. София, Банишора,46332,49,945.55, Тухла,0,5, ДА, 2019-01-15, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Толстой,47000,46,1021.73, Панел,1984,6, ДА, 2019-03-29, 2019-03-31, Агенция
 1-СТАЕН, София, гр. София, Младост 3,51000,45,1133.33, Панел,0,3, НЕ, 2019-02-16, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Център,52000,25,2080, Тухла,0,0, НЕ, 2019-07-22, 2019-07-31, Агенция
 1-СТАЕН, София, гр. София, Надежда 2,53000,48,1104.16, Панел,0,8, НЕ, 2019-02-22, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Гео Милев,54900,45,1220, Панел,1986,3, ДА, 2019-09-24, 2019-09-30, Агенция
 1-СТАЕН, София, гр. София, Люлин 2,42900,46,932.6, Панел,1981,4, ДА, 2019-06-24, 2019-06-30, Агенция
 1-СТАЕН, София, гр. София, Връбница 2,51470,50,1029.4, Панел,1988,4, ДА, 2019-10-31, 2019-10-31, Агенция
 1-СТАЕН, София, гр. София, Хаджи Димитър,47700,47,1014.89, Тухла,2009,5, ДА, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,75000,48,1562.5, Тухла,0,3, ДА, 2019-07-24, 2019-07-31, Агенция
 1-СТАЕН, София, гр. София, Бояна,49150,42,1170.23, Тухла,2018,4, НЕ, 2019-01-29, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,38700,33,1172.72, Тухла,2005,2, НЕ, 2019-02-28, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Връбница 2,43000,49,877.55, Панел,1980,9, ДА, 2019-11-30, 2019-11-30, Агенция
 1-СТАЕН, София, гр. София, Надежда 2,49990,47,1063.61, Панел,0,8, ДА, 2019-06-18, 2019-06-30, Агенция
 1-СТАЕН, София, гр. София, Дружба 2,49800,45,1106.66, Панел,0,4, ДА, 2019-01-23, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,45000,38,1184.21, Тухла,2018,2, НЕ, 2019-01-02, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Манастирски ливади,59890,45,1330.88, Тухла,2008,0, НЕ, 2019-01-03, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,45000,39,1153.84, Тухла,2018,5, НЕ, 2019-01-17, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Люлин 4,44000,54,814.81, ЕПК,1990,2, ДА, 2019-01-19, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,58391,42,1390.26, Тухла,2016,4, НЕ, 2019-01-16, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,58390,41,1424.14, Тухла,2017,3, НЕ, 2019-01-25, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Младост 4,54000,47,1148.93, Панел,0,3, ДА, 2019-09-02, 2019-09-30, Агенция
 1-СТАЕН, София, гр. София, Дружба 2,50000,47,1063.82, Панел,0,3, ДА, 2019-01-23, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Овча купел,35000,50,700, Тухла,2010,0, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Надежда 3,45990,44,1045.22, Панел,0,4, НЕ, 2019-03-29, 2019-03-31, Агенция
 1-СТАЕН, София, гр. София, Младост 2,41990,38,1105, ЕПК,1987,8, НЕ, 2019-01-31, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дървеница,57000,48,1187.5, Панел,1984,1, ДА, 2019-05-19, 2019-05-31, Агенция
 1-СТАЕН, София, гр. София, Свобода,42000,46,913.04, Панел,0,3, НЕ, 2019-11-20, 2019-11-30, Агенция
 1-СТАЕН, София, гр. София, Студентски град,46750,49,954.08, Тухла,2017,8, НЕ, 2019-01-10, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Сухата река,45990,47,978.51, Панел,0,7, ДА, 2019-01-09, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дружба 1,45000,46,978.26, Панел,0,3, ДА, 2019-01-30, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,200000,79,2531.64, Тухла,0,7, ДА, 2019-02-11, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Манастирски ливади,57000,57,1000, Тухла,2009,4, НЕ, 2019-01-29, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,55000,41,1341.46, Тухла,2015,3, НЕ, 2019-01-19, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,62777,65,965.8, Тухла,2006,0, ДА, 2019-01-14, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,45000,40,1125, ЕПК,0,5, ДА, 2019-01-24, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дианабад,56000,66,848.48, Тухла,2020,5, НЕ, 2019-01-29, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Бояна,107000,80,1337.5, Тухла,0,2, НЕ, 2019-07-25, 2019-07-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,35000,36,972.22, Тухла,2016,3, НЕ, 2019-12-20, 2019-12-31, Агенция
 1-СТАЕН, София, гр. София, Манастирски ливади,54900,62,885.48, Тухла,2018,1, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Люлин 8,17000,17,1000, Тухла,2010,0, НЕ, 2019-01-29, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Люлин 4,38400,46,834.78, Панел,0,7, ДА, 2019-01-30, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,49000,41,1195.12, Тухла,2014,3, НЕ, 2019-12-20, 2019-12-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,45000,30,1500, Тухла,2017,4, НЕ, 2019-12-20, 2019-12-31, Агенция
 1-СТАЕН, София, гр. София, Слатина,46500,47,989.36, Панел,1985,7, ДА, 2019-05-17, 2019-05-31, Агенция
 1-СТАЕН, София, гр. София, Борово,51400,39,1317.94, Тухла,2000,6, ДА, 2019-01-11, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,58391,42,1390.26, Тухла,2017,4, НЕ, 2019-02-04, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Витоша,46496,57,815.71, Тухла,2018,3, НЕ, 2019-01-11, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,51000,44,1159.09, Тухла,2016,2, НЕ, 2019-01-08, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дружба 1,66430,50,1328.6, ЕПК,0,8, НЕ, 2019-01-30, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,58390,41,1424.14, Тухла,2018,4, НЕ, 2019-02-26, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Студентски град,60300,67,900, Тухла,2017,5, НЕ, 2019-01-11, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Подуяне,39000,50,780, Тухла,2021,2, НЕ, 2019-07-30, 2019-07-31, Агенция
 1-СТАЕН, София, гр. София, Център,72000,33,2181.81, Тухла,0,6, ДА, 2019-01-08, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,56700,47,1206.38, Тухла,2017,2, НЕ, 2019-01-24, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Красна поляна 3,46000,42,1095.23, Панел,0,3, ДА, 2019-10-29, 2019-10-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,36900,44,838.63, Тухла,2021,1, НЕ, 2019-11-19, 2019-11-30, Агенция
 1-СТАЕН, София, гр. София, Манастирски ливади,74500,59,1262.71, Тухла,2015,7, НЕ, 2019-01-25, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,55030,56,982.67, Тухла,0,3, НЕ, 2019-01-21, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,58391,41,1424.17, Тухла,2017,5, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,35000,27,1296.29, ЕПК,0,6, НЕ, 2019-01-24, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,45000,40,1125, ЕПК,0,5, ДА, 2019-05-03, 2019-05-31, Агенция
 1-СТАЕН, София, гр. София, Банишора,45000,40,1125, ЕПК,0,5, ДА, 2019-01-24, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,38000,39,974.35, Тухла,2018,5, ДА, 2019-01-09, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,42999,45,955.53, Тухла,2018,7, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Овча купел 1,35000,50,700, Тухла,2010,0, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Овча купел 1,42900,45,953.33, Панел,1987,0, ДА, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,52396,44,1190.81, Тухла,2017,2, НЕ, 2019-04-01, 2019-04-30, Агенция
 1-СТАЕН, София, гр. София, Левски,28000,40,700, Тухла,2019,0, НЕ, 2019-01-25, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Левски Г,39480,47,840, Тухла,2018,3, ДА, 2019-01-31, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дружба 1,50000,54,925.92, ЕПК,0,4, ДА, 2019-09-02, 2019-09-30, Агенция
 1-СТАЕН, София, гр. София, Студентски град,43500,53,820.75, Тухла,0,6, НЕ, 2019-12-20, 2019-12-31, Агенция
 1-СТАЕН, София, гр. София, Павлово,50000,60,833.33, Тухла,0,4, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,46496,58,801.65, Тухла,0,2, НЕ, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,46496,58,801.65, Тухла,2017,3, НЕ, 2019-01-02, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,46200,44,1050, Тухла,2018,11, НЕ, 2019-01-16, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,48200,57,845.61, Тухла,2018,4, НЕ, 2019-01-11, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,75300,77,977.92, Тухла,2018,4, НЕ, 2019-01-22, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Илинден,48000,50,960, Тухла,0,1, НЕ, 2019-01-19, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дружба 1,55000,45,1222.22, Панел,0,3, ДА, 2019-10-18, 2019-10-31, Агенция
 1-СТАЕН, София, гр. София, Люлин 10,60300,71,849.29, Тухла,2011,5, НЕ, 2019-01-02, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,47500,63,753.96, Тухла,2018,5, НЕ, 2019-01-21, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,60656,42,1444.19, Тухла,2017,4, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,39000,48,812.5, Тухла,0,5, НЕ, 2019-12-20, 2019-12-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,34000,36,944.44, Тухла,2016,4, НЕ, 2019-12-20, 2019-12-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,43000,39,1102.56, Тухла,2018,6, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,45500,38,1197.36, Тухла,2017,6, НЕ, 2019-01-11, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Младост 3,53000,46,1152.17, Панел,0,6, ДА, 2019-01-23, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Надежда 1,51000,48,1062.5, Панел,1980,4, ДА, 2019-01-31, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,46496,61,762.22, Тухла,2018,3, НЕ, 2019-02-18, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Дървеница,50577,44,1149.47, Тухла,0,5, ДА, 2019-01-09, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,49200,57,863.15, Тухла,2018,2, НЕ, 2019-04-18, 2019-04-30, Агенция
 1-СТАЕН, София, гр. София, Студентски град,60700,67,905.97, Тухла,2018,3, НЕ, 2019-01-16, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дружба 1,41000,47,872.34, Панел,1975,3, ДА, 2019-06-29, 2019-06-30, Агенция
 1-СТАЕН, София, гр. София, Люлин 1,43000,46,934.78, Панел,0,2, ДА, 2019-01-02, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Борово,74500,59,1262.71, Тухла,2015,7, НЕ, 2019-01-30, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Манастирски ливади,111111,85,1307.18, Тухла,0,7, ДА, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,47200,57,828.07, Тухла,2018,2, НЕ, 2019-01-08, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,46496,58,801.65, Тухла,2019,3, НЕ, 2019-01-15, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Обеля 2,40000,48,833.33, Панел,1986,5, НЕ, 2019-01-08, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, м-т Гърдова глава,45000,45,1000, Тухла,2017,0, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Обеля 1,32190,44,731.59, Тухла,2019,5, ДА, 2019-02-11, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Витоша,46496,58,801.65, Тухла,2018,3, НЕ, 2019-01-25, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Драгалевци,70515,59,1195.16, Тухла,0,-1, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Драгалевци,85828,65,1320.43, Тухла,0,-1, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Драгалевци,74286,64,1160.71, Тухла,0,-1, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,58391,41,1424.17, Тухла,0,4, НЕ, 2019-01-19, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Подуяне,49500,50,990, Тухла,2019,2, ДА, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Оборище,49500,50,990, Тухла,2019,2, ДА, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Сухата река,49500,50,990, Тухла,2019,2, ДА, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Оборище,49500,50,990, Тухла,2019,1, ДА, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Подуяне,49500,50,990, Тухла,2019,1, ДА, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Сухата река,49500,50,990, Тухла,2019,1, ДА, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Овча купел 2,35000,50,700, Тухла,2010,0, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,62500,76,822.36, Тухла,0,3, НЕ, 2019-01-08, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, м-т Гърдова глава,44630,44,1014.31, Тухла,0,1, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, м-т Гърдова глава,36150,36,1004.16, Тухла,0,2, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,56500,35,1614.28, Тухла,1939,0, ДА, 2019-10-30, 2019-10-31, Агенция
 1-СТАЕН, София, гр. София, Бояна,36000,36,1000, Тухла,2019,1, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,54900,77,712.98, Тухла,2018,3, НЕ, 2019-01-29, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Подуяне,32500,33,984.84, Тухла,2019,0, ДА, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Оборище,32500,33,984.84, Тухла,2019,0, НЕ, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Сухата река,32500,33,984.84, Тухла,2019,0, ДА, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Банишора,35000,30,1166.66, ЕПК,1980,4, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Овча купел,62000,64,968.75, Тухла,2017,1, НЕ, 2019-03-18, 2019-03-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,48000,32,1500, Тухла,2017,0, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,49200,57,863.15, Тухла,2018,2, НЕ, 2019-02-19, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Център,42420,43,986.51, Тухла,2019,5, ДА, 2019-01-14, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,38000,38,1000, Тухла,2018,7, НЕ, 2019-02-11, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Банишора,33200,40,830, Тухла,0,-1, НЕ, 2019-01-31, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,48000,77,623.37, Тухла,2018,3, НЕ, 2019-12-20, 2019-12-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,47000,40,1175, Тухла,2017,6, НЕ, 2019-12-20, 2019-12-31, Агенция
 1-СТАЕН, София, гр. София, Център,24000,22,1090.9, Тухла,1975,0, НЕ, 2019-01-15, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Докторски паметник,60000,21,2857.14, Тухла,1997,0, ДА, 2019-01-24, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дружба 2,51000,48,1062.5, Панел,0,1, ДА, 2019-01-03, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Обеля 1,56700,68,833.82, Тухла,0,6, ДА, 2019-03-25, 2019-03-31, Агенция
 1-СТАЕН, София, гр. София, Обеля 1,56700,68,833.82, Тухла,0,6, ДА, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Лозенец,60000,46,1304.34, Тухла,2000,1, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,41000,41,1000, Тухла,2018,12, НЕ, 2019-01-11, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,46490,60,774.83, Тухла,2018,10, НЕ, 2019-01-09, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Манастирски ливади,57000,45,1266.66, Тухла,2009,0, НЕ, 2019-03-19, 2019-03-31, Агенция
 1-СТАЕН, София, гр. София, Хиподрума,62900,35,1797.14, Тухла,2004,0, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,46500,60,775, Тухла,2018,10, НЕ, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Младост 2,65600,57,1150.87, Тухла,2018,2, ДА, 2019-04-18, 2019-04-30, Агенция
 1-СТАЕН, София, гр. София, Люлин 2,39900,47,848.93, Панел,0,2, ДА, 2019-06-28, 2019-06-30, Агенция
 1-СТАЕН, София, гр. София, Студентски град,62000,60,1033.33, Тухла,2017,4, НЕ, 2019-01-12, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,58390,41,1424.14, Тухла,2017,4, НЕ, 2019-01-15, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Борово,49600,43,1153.48, Тухла,2007,6, ДА, 2019-01-08, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Манастирски ливади,60000,48,1250, Тухла,0,0, НЕ, 2019-01-15, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Лозенец,66550,42,1584.52, Панел,1983,2, ДА, 2019-01-08, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Белите брези,61220,49,1249.38, ЕПК,0,0, ДА, 2019-01-23, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дианабад,63000,72,875, Тухла,0,1, ДА, 2019-01-24, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Бояна,49200,41,1200, Тухла,2018,-1, НЕ, 2019-01-23, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Драгалевци,42537,38,1119.39, Тухла,0,1, НЕ, 2019-01-30, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Обеля 2,33900,46,736.95, Панел,1988,7, ДА, 2019-01-22, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Бояна,49159,41,1199, Тухла,2018,4, НЕ, 2019-01-18, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Карпузица,23800,20,1190, Тухла,2005,1, НЕ, 2019-01-04, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Овча купел 1,45800,42,1090.47, Панел,1988,8, ДА, 2019-01-31, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Надежда 3,41900,49,855.1, Панел,1985,1, ДА, 2019-01-29, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Докторски паметник,125000,56,2232.14, Тухла,0,2, ДА, 2019-01-16, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дружба 2,51000,40,1275, Тухла,2009,4, НЕ, 2019-12-20, 2019-12-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,39770,41,970, Тухла,2018,14, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Люлин 5,42600,44,968.18, Панел,0,-1, НЕ, 2019-01-21, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,28000,31,903.22, Тухла,0,5, НЕ, 2019-01-30, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Зона Б-18,48500,49,989.79, Тухла,2016,1, ДА, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,52392,44,1190.72, Тухла,2019,2, ДА, 2019-01-09, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Гео Милев,62000,52,1192.3, Тухла,1970,6, ДА, 2019-06-13, 2019-06-30, Агенция
 1-СТАЕН, София, гр. София, Студентски град,39000,44,886.36, Тухла,2018,13, НЕ, 2019-01-18, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Малинова долина,42200,47,897.87, Тухла,2018,2, НЕ, 2019-01-30, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,42000,45,933.33, Тухла,2018,13, НЕ, 2019-01-08, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,63000,42,1500, Тухла,0,3, НЕ, 2019-01-11, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,113397,153,741.15, Тухла,2018,1, НЕ, 2019-01-10, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,90583,80,1132.28, Тухла,2018,2, НЕ, 2019-01-10, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,130307,135,965.23, Тухла,2018,5, НЕ, 2019-01-10, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,46490,60,774.83, Тухла,2018,3, НЕ, 2019-01-08, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Кръстова вада,60656,43,1410.6, Тухла,0,4, НЕ, 2019-01-30, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Люлин 1,42500,47,904.25, ЕПК,1980,4, ДА, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Левски Г,36140,50,722.8, Тухла,2018,8, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Манастирски ливади,62000,47,1319.14, Тухла,2008,5, НЕ, 2019-01-07, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Люлин 1,41000,47,872.34, ЕПК,0,2, ДА, 2019-01-29, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Люлин 2,47000,105,447.61, Тухла,2013,11, НЕ, 2019-02-27, 2019-02-28, Агенция
 1-СТАЕН, София, гр. София, Дианабад,47654,47,1013.91, Тухла,2019,3, ДА, 2019-01-30, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Красна поляна 3,32145,50,642.9, Тухла,2017,0, ДА, 2019-01-22, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,49999,42,1190.45, Тухла,0,8, НЕ, 2019-01-17, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,54900,77,712.98, Тухла,2018,3, НЕ, 2019-01-29, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Люлин 2,39650,59,672.03, Тухла,2013,8, НЕ, 2019-01-22, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,45000,44,1022.72, Тухла,2018,3, НЕ, 2019-01-30, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Дружба 1,32400,45,720, Тухла,2020,2, ДА, 2019-01-16, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,52938,43,1231.11, Тухла,2017,1, НЕ, 2019-11-28, 2019-11-30, Агенция
 1-СТАЕН, София, гр. София, Студентски град,39991,41,975.39, Тухла,2017,13, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,47924,52,921.61, Тухла,2018,11, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,48463,52,931.98, Тухла,2018,11, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,30750,38,809.21, Тухла,2019,1, НЕ, 2019-01-15, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Студентски град,42482,49,866.97, Тухла,2018,7, НЕ, 2019-01-08, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Витоша,49500,57,868.42, Тухла,0,4, НЕ, 2019-01-28, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Център,100000,60,1666.66, Тухла,1950,3, ДА, 2019-01-10, 2019-01-31, Агенция
 1-СТАЕН, София, гр. София, Малинова долина,36000,37,972.97, Тухла,0,1, НЕ, 2019-01-09, 2019-01-31, Агенция
