 type, regiid, townid, quartid, price (Euro), area, euro/sq.m., constr., year, floor, TEC,published or renewed, valid_date, seller
 3-СТАЕН, София, гр. София, Център,125000,82,1524.39, Тухла,1940,2, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Лозенец,145000,103,1407.76, Тухла,2007,2, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Малинова долина,144000,155,929.03, Тухла,2018,3, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,125900,103,1222.33, Тухла,2018,7, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,165000,146,1130.13, Тухла,2011,7, НЕ, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,84928,106,801.2, Тухла,0,3, НЕ, 2019-07-21, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Малинова долина,139000,144,965.27, Тухла,1996,2, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,177000,106,1669.81, Тухла,2020,7, ДА, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,106000,91,1164.83, Тухла,2008,5, НЕ, 2019-07-29, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Света Троица,67000,70,957.14, Панел,1983,8, ДА, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 1А,119900,93,1289.24, Панел,1988,9, ДА, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,78750,105,750, Тухла,2021,2, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 4,164800,103,1600, Тухла,2017,3, ДА, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,73133,100,731.33, Тухла,2021,2, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,125387,118,1062.6, Тухла,2019,3, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,110000,98,1122.44, Тухла,2018,6, НЕ, 2019-07-29, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Красно село,98000,63,1555.55, ЕПК,1977,4, ДА, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 5,72000,93,774.19, ЕПК,1992,10, НЕ, 2019-07-29, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Илинден,118800,90,1320, Панел,1984,7, ДА, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,95000,94,1010.63, Тухла,2019,4, НЕ, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 5,69900,95,735.78, ЕПК,1983,11, ДА, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,150000,132,1136.36, Тухла,2019,5, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Бъкстон,137000,106,1292.45, Тухла,0,3, НЕ, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,163500,83,1969.87, Тухла,1940,2, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Хладилника,103000,160,643.75, Тухла,2016,1, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Връбница 1,68000,84,809.52, Панел,1977,1, НЕ, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Кръстова вада,128000,104,1230.76, Тухла,2019,4, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,150000,150,1000, Тухла,1997,1, ДА, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,230000,115,2000, Тухла,0,4, ДА, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Редута,115000,110,1045.45, Тухла,2020,2, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Бояна,203875,163,1250.76, Тухла,2017,3, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,219000,120,1825, Тухла,1940,4, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Редута,123000,126,976.19, Тухла,2020,7, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,220000,120,1833.33, Тухла,2008,2, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,134900,114,1183.33, Тухла,0,6, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Лозенец,220000,110,2000, Тухла,1990,2, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,159000,113,1407.07, Тухла,1998,4, ДА, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Яворов,226000,90,2511.11, Тухла,1932,3, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Хаджи Димитър,87000,84,1035.71, Тухла,0,4, НЕ, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,115000,102,1127.45, Тухла,2019,3, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дружба 2,130000,77,1688.31, Тухла,2008,7, ДА, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Хаджи Димитър,86000,92,934.78, Панел,1988,1, ДА, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 4,135000,87,1551.72, Тухла,2019,5, НЕ, 2019-07-25, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Гео Милев,140000,90,1555.55, Тухла,1970,7, ДА, 2019-07-29, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 8,77000,94,819.14, Тухла,2019,3, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,209000,110,1900, Тухла,1992,4, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Бояна,138000,223,618.83, Тухла,2009,1, НЕ, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,100000,100,1000, Тухла,2008,2, НЕ, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Изток,249600,122,2045.9, Тухла,0,5, ДА, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Изток,195000,104,1875, Тухла,1984,2, ДА, 2019-07-17, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Борово,170000,144,1180.55, Тухла,2000,2, НЕ, 2019-07-27, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,200000,100,2000, Тухла,1930,3, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Красно село,83000,72,1152.77, Тухла,1977,2, ДА, 2019-07-27, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,79071,103,767.67, Тухла,2021,6, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Гео Милев,119000,98,1214.28, Тухла,1956,4, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,120000,100,1200, Тухла,1950,2, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Карпузица,102000,80,1275, Тухла,2019,4, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, м-т Гърдова глава,128000,135,948.14, Тухла,0,3, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 6,92900,85,1092.94, Панел,1984,4, ДА, 2019-11-13, 2019-11-30, Агенция
 3-СТАЕН, София, гр. София, Изток,191000,110,1736.36, Тухла,1982,4, ДА, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Връбница 1,68000,84,809.52, Панел,1977,1, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Разсадника,98000,106,924.52, Тухла,2004,9, НЕ, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,71900,80,898.75, Тухла,0,2, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дружба 2,92000,70,1314.28, Тухла,2008,8, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,167500,67,2500, Тухла,1950,6, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,115000,107,1074.76, Тухла,2019,5, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Зона Б-5,124999,136,919.11, Тухла,2021,7, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Разсадника,85000,74,1148.64, ЕПК,1985,2, ДА, 2019-07-29, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,132000,122,1081.96, Тухла,2019,2, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,152000,65,2338.46, Тухла,0,3, ДА, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дианабад,169800,138,1230.43, Тухла,0,4, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,122500,105,1166.66, Тухла,2013,0, НЕ, 2019-07-25, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,137050,112,1223.66, Тухла,2020,4, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Връбница 1,68000,84,809.52, Панел,1977,1, НЕ, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Бояна,166000,115,1443.47, Тухла,2012,1, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 1,67000,68,985.29, Тухла,1982,6, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 2,165000,124,1330.64, Тухла,2007,2, НЕ, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,169999,104,1634.6, Тухла,2007,3, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,160000,174,919.54, Тухла,2018,1, НЕ, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,93000,69,1347.82, Тухла,2018,7, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,122000,104,1173.07, Тухла,2010,3, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 2,110000,87,1264.36, ЕПК,1989,13, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,75400,75,1005.33, Панел,0,9, НЕ, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,112151,73,1536.31, Тухла,0,6, ДА, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,127416,82,1553.85, Тухла,0,6, ДА, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,85490,90,949.88, Тухла,2009,1, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,125400,114,1100, Тухла,2017,2, ДА, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Захарна фабрика,83999,84,999.98, Панел,1980,8, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Връбница 2,89930,96,936.77, Тухла,0,4, ДА, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Лагера,125000,103,1213.59, Тухла,2020,3, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Захарна фабрика,80300,73,1100, ЕПК,1973,8, ДА, 2019-07-29, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 1,88900,88,1010.22, Панел,1976,8, ДА, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Красно село,125000,103,1213.59, Тухла,2020,3, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Борово,240000,120,2000, Тухла,2006,4, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Връбница 2,70890,78,908.84, Тухла,0,9, ДА, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Връбница 2,90890,99,918.08, Тухла,0,9, ДА, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,151999,88,1727.26, Тухла,0,3, ДА, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Гео Милев,155000,125,1240, Тухла,1981,2, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Западен парк,90000,80,1125, Тухла,1974,2, ДА, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Оборище,119900,77,1557.14, Панел,1974,1, ДА, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Редута,145000,90,1611.11, Тухла,1975,3, НЕ, 2019-07-18, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,152000,77,1974.02, Тухла,0,3, ДА, 2019-07-27, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,149000,136,1095.58, Тухла,2021,7, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,126000,126,1000, Тухла,2009,3, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 10,74599,90,828.87, Панел,1985,7, ДА, 2019-07-25, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Борово,75000,65,1153.84, Панел,0,4, ДА, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,126000,126,1000, Тухла,2009,4, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,121000,121,1000, Тухла,2009,4, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,104000,104,1000, Тухла,2009,4, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Карпузица,82000,82,1000, Тухла,2000,3, НЕ, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,97000,97,1000, Тухла,2009,2, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел 2,85000,94,904.25, Панел,0,1, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,102000,102,1000, Тухла,2012,3, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Борово,147400,117,1259.82, Тухла,2001,3, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дървеница,169000,103,1640.77, Тухла,1998,2, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Сердика,128900,84,1534.52, Тухла,2018,4, НЕ, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дружба 1,76420,89,858.65, Тухла,2021,3, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Люлин 8,79000,80,987.5, Панел,1984,7, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Надежда 2,63450,91,697.25, Тухла,2019,3, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,95134,111,857.06, Тухла,2020,1, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 3,130000,100,1300, ЕПК,1989,16, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Връбница 1,68000,84,809.52, Панел,1977,1, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Красно село,92900,80,1161.25, Тухла,1970,4, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Лагера,92900,80,1161.25, Тухла,1970,4, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 3,94000,94,1000, Панел,1980,1, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Кръстова вада,128900,103,1251.45, Тухла,2020,2, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Левски Г,79400,93,853.76, Панел,1990,5, ДА, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,120000,70,1714.28, Тухла,0,3, ДА, 2019-07-25, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дружба 2,119900,109,1100, Тухла,2019,5, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Лозенец,180000,85,2117.64, Тухла,0,2, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Надежда 1,99500,105,947.61, Тухла,2018,4, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дървеница,169000,103,1640.77, Тухла,1998,2, НЕ, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Фондови жилища,80000,90,888.88, Панел,1980,8, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Света Троица,80000,90,888.88, Панел,1980,8, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,128000,92,1391.3, Тухла,1960,3, НЕ, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,220000,126,1746.03, Тухла,2020,6, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дианабад,93000,74,1256.75, Тухла,2019,6, ДА, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,209000,105,1990.47, Тухла,2020,4, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Бояна,145000,92,1576.08, Тухла,2016,1, НЕ, 2019-07-29, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,215000,108,1990.74, Тухла,2020,3, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,198000,107,1850.46, Тухла,2020,2, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Бояна,165000,107,1542.05, Тухла,2018,0, НЕ, 2019-07-29, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,91571,87,1052.54, Тухла,2019,4, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,115000,100,1150, Тухла,0,5, ДА, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,98850,88,1123.29, Тухла,0,5, ДА, 2019-07-20, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Надежда 1,86999,90,966.65, Панел,1980,1, ДА, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Редута,108700,109,997.24, Тухла,2021,4, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Люлин - център,99900,129,774.41, Тухла,2019,2, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 2,109990,90,1222.11, ПК,1989,13, ДА, 2019-07-23, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,107800,98,1100, Тухла,2021,2, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Бъкстон,86500,90,961.11, Тухла,2020,1, НЕ, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,135000,176,767.04, Тухла,2020,5, НЕ, 2019-07-23, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 1,96500,82,1176.82, ЕПК,0,9, ДА, 2019-07-24, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,120000,121,991.73, Тухла,2019,5, НЕ, 2019-07-19, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дианабад,96777,77,1256.84, Тухла,0,2, ДА, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,199900,95,2104.21, Тухла,1960,1, ДА, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,86200,108,798.14, Тухла,2010,3, ДА, 2019-07-29, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Красна поляна 2,85000,90,944.44, Панел,0,1, ДА, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Кръстова вада,154000,106,1452.83, Тухла,0,2, НЕ, 2019-07-31, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Надежда 2,69200,87,795.4, Тухла,2020,2, ДА, 2019-07-21, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дианабад,169000,125,1352, Тухла,2019,5, ДА, 2019-07-29, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Хиподрума,110000,80,1375, Тухла,1971,4, ДА, 2019-07-25, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дървеница,93000,84,1107.14, Панел,1984,1, ДА, 2019-07-28, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Витоша,132890,97,1370, Тухла,2019,3, НЕ, 2019-07-30, 2019-07-31, Ч.Л.
 3-СТАЕН, София, гр. София, Витоша,134260,98,1370, Тухла,2019,3, НЕ, 2019-07-30, 2019-07-31, Ч.Л.
 3-СТАЕН, София, гр. София, Витоша,135630,99,1370, Тухла,2019,3, НЕ, 2019-07-30, 2019-07-31, Ч.Л.
 3-СТАЕН, София, гр. София, Витоша,134260,98,1370, Тухла,2019,3, НЕ, 2019-07-30, 2019-07-31, Ч.Л.
 3-СТАЕН, София, гр. София, Витоша,135630,99,1370, Тухла,2019,3, НЕ, 2019-07-30, 2019-07-31, Ч.Л.
 3-СТАЕН, София, гр. София, Витоша,135630,99,1370, Тухла,2019,3, НЕ, 2019-07-30, 2019-07-31, Ч.Л.
 3-СТАЕН, София, гр. София, Витоша,135630,99,1370, Тухла,2019,3, НЕ, 2019-07-30, 2019-07-31, Ч.Л.
 3-СТАЕН, София, гр. София, Витоша,135630,99,1370, Тухла,2019,3, НЕ, 2019-07-30, 2019-07-31, Ч.Л.
 3-СТАЕН, София, гр. София, Витоша,134260,98,1370, Тухла,2019,3, НЕ, 2019-07-30, 2019-07-31, Ч.Л.
 3-СТАЕН, София, гр. София, Манастирски ливади,96999,82,1182.91, Тухла,2018,3, НЕ, 2019-07-20, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,109799,98,1120.39, Тухла,2018,5, НЕ, 2019-07-20, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,147500,138,1068.84, Тухла,2007,4, НЕ, 2019-07-20, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел 1,79500,80,993.75, Панел,0,6, ДА, 2019-07-23, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Надежда 2,72750,87,836.2, Тухла,2020,5, ДА, 2019-07-21, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Надежда 2,83640,121,691.23, Тухла,2020,6, НЕ, 2019-07-21, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,82395,91,905.43, Тухла,2020,2, НЕ, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел,89589,92,973.79, Тухла,2020,2, НЕ, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Студентски град,225000,148,1520.27, Тухла,2008,3, ДА, 2019-07-25, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,98000,104,942.3, Тухла,2019,2, НЕ, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,137200,163,841.71, Тухла,2019,2, НЕ, 2019-07-21, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Сердика,105000,70,1500, Тухла,1960,2, ДА, 2019-07-21, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Банишора,69700,78,893.58, Тухла,0,1, ДА, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Овча купел 2,85000,96,885.41, Панел,1992,1, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Фондови жилища,76999,84,916.65, Панел,1978,6, НЕ, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Лозенец,168000,111,1513.51, Тухла,1969,1, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дружба 2,159900,100,1599, Тухла,2010,7, ДА, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Надежда 4,57500,64,898.43, Тухла,1965,4, ДА, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Младост 1,110000,90,1222.22, ЕПК,1984,1, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Лозенец,160000,105,1523.8, Тухла,1995,2, ДА, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,101500,104,975.96, Тухла,2019,2, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,148975,120,1241.45, Тухла,2008,4, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Бояна,149000,127,1173.22, Тухла,2009,4, НЕ, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,95000,94,1010.63, Тухла,2020,2, НЕ, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Манастирски ливади,83000,83,1000, Тухла,2020,4, НЕ, 2019-10-24, 2019-10-31, Агенция
 3-СТАЕН, София, гр. София, Център,217900,120,1815.83, Тухла,0,4, ДА, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Дружба 1,140000,122,1147.54, Тухла,2011,4, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,117000,102,1147.05, Тухла,2020,2, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Център,129999,96,1354.15, Тухла,1938,2, ДА, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, м-т Гърдова глава,149000,127,1173.22, Тухла,2009,4, НЕ, 2019-07-30, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Павлово,149000,127,1173.22, Тухла,2009,4, НЕ, 2019-07-26, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Света Троица,87000,80,1087.5, Панел,1993,5, ДА, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,131000,105,1247.61, Тухла,2020,4, НЕ, 2019-07-22, 2019-07-31, Агенция
 3-СТАЕН, София, гр. София, Драгалевци,129000,109,1183.48, Тухла,2020,3, НЕ, 2019-07-22, 2019-07-31, Агенция
